old_sku;new_sku;vendor;name;kind;product;plan;term;unit;variant
BORIS-SUITE-SUB;BFX-LIC-SUITE-UNI-1Y-USER;Boris FX;Boris FX Suite (подписка, все хосты);LIC;SUITE;UNI;1Y;USER;
BOX-BUSINESS;BOX-LIC-BUSINESS-TEAM-1Y-USER;Box;Box Business;LIC;BUSINESS;TEAM;1Y;USER;
BOX-BUSINESS-PLUS;BOX-LIC-BUSINESSPLUS-TEAM-1Y-USER;Box;Box Business Plus;LIC;BUSINESSPLUS;TEAM;1Y;USER;
BROWSERSTACK-LIVE-TEAM;BRST-LIC-LIVETEAM-TEAM-1Y-USER;BrowserStack;BrowserStack Live Team;LIC;LIVETEAM;TEAM;1Y;USER;
BROWSERSTACK-LIVE-TEAM-PRO;BRST-LIC-LIVETEAMPRO-TEAM-1Y-USER;BrowserStack;BrowserStack Live Team Pro;LIC;LIVETEAMPRO;TEAM;1Y;USER;
CANVA-BUSINESS;CANV-LIC-BUSINESS-TEAM-1Y-USER;Canva;Canva Business;LIC;BUSINESS;TEAM;1Y;USER;
CANVA-ENT;CANV-LIC-ENTERPRISE-TEAM-1Y-USER;Canva;Canva Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
CANVA-PRO;CANV-LIC-PRO-IND-1Y-USER;Canva;Canva Pro;LIC;PRO;IND;1Y;USER;
CAPCUT-PRO;CAPC-LIC-PRO-UNI-1Y-USER;CapCut;CapCut Pro;LIC;PRO;UNI;1Y;USER;
CAPCUT-TEAM;CAPC-LIC-TEAM-TEAM-1Y-USER;CapCut;CapCut Team;LIC;TEAM;TEAM;1Y;USER;
CAPTURE-ONE-PRO;CAP1-LIC-PRO-UNI-1Y-USER;Capture One;Capture One Pro (годовая подписка);LIC;PRO;UNI;1Y;USER;
CSP-EX-PERP;CSP-LIC-EX-UNI-PERP-USER;Clip Studio Paint;Clip Studio Paint EX (бессрочная);LIC;EX;UNI;PERP;USER;
CSP-EX-SUB;CSP-LIC-EX-UNI-1Y-DEV;Clip Studio Paint;Clip Studio Paint EX (подписка, 1 устройство);LIC;EX;UNI;1Y;DEV;
CSP-PRO-PERP;CSP-LIC-PRO-UNI-PERP-USER;Clip Studio Paint;Clip Studio Paint PRO (бессрочная);LIC;PRO;UNI;PERP;USER;
CSP-PRO-SUB;CSP-LIC-PRO-UNI-1Y-DEV;Clip Studio Paint;Clip Studio Paint PRO (подписка, 1 устройство);LIC;PRO;UNI;1Y;DEV;
CLOUDFLARE-BUSINESS;CFLR-LIC-BUSINESS-TEAM-1Y-ORG;Cloudflare;Cloudflare Business;LIC;BUSINESS;TEAM;1Y;ORG;
CLOUDFLARE-PRO;CFLR-LIC-PRO-UNI-1Y-ORG;Cloudflare;Cloudflare Pro;LIC;PRO;UNI;1Y;ORG;
CDR-PAINTER-PERP;CORL-LIC-PAINTER-UNI-PERP-USER;CorelDRAW;Corel Painter (бессрочная лицензия);LIC;PAINTER;UNI;PERP;USER;
CDR-PAINTER-SUB;CORL-LIC-PAINTER-UNI-1Y-USER;CorelDRAW;Corel Painter (подписка);LIC;PAINTER;UNI;1Y;USER;
CDR-GS-PERP;CORL-LIC-GSUITE-UNI-PERP-USER;CorelDRAW;CorelDRAW Graphics Suite (бессрочная лицензия);LIC;GSUITE;UNI;PERP;USER;
CDR-GS-SUB;CORL-LIC-GSUITE-UNI-1Y-USER;CorelDRAW;CorelDRAW Graphics Suite (подписка);LIC;GSUITE;UNI;1Y;USER;
CDR-GS-BIZ;CORL-LIC-GSUITE-TEAM-1Y-USER-VOLUME;CorelDRAW;CorelDRAW Graphics Suite для бизнеса (Volume);LIC;GSUITE;TEAM;1Y;USER;VOLUME
CURSOR-BUSINESS;CRSR-LIC-BUSINESS-TEAM-1Y-USER;Cursor;Cursor Business;LIC;BUSINESS;TEAM;1Y;USER;
CURSOR-BUSINESS-PREMIUM;CRSR-LIC-BUSINESS-TEAM-1Y-USER-PREM;Cursor;Cursor Business Premium;LIC;BUSINESS;TEAM;1Y;USER;PREM
CURSOR-ENTERPRISE;CRSR-LIC-ENTERPRISE-TEAM-1Y-USER;Cursor;Cursor Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
DEEPL-ADVANCED;DEPL-LIC-PROADVANCED-UNI-1Y-USER;DeepL;DeepL Pro Advanced;LIC;PROADVANCED;UNI;1Y;USER;
DEEPL-BUSINESS;DEPL-LIC-PROBUSINESS-TEAM-1Y-USER;DeepL;DeepL Pro Business;LIC;PROBUSINESS;TEAM;1Y;USER;
DEEPL-STARTER;DEPL-LIC-PROSTARTER-UNI-1Y-USER;DeepL;DeepL Pro Starter;LIC;PROSTARTER;UNI;1Y;USER;
DEPOSIT-UNL-YEAR;DEPO-LIC-UNLIMITED-UNI-1Y-USER;Depositphotos;Depositphotos Unlimited (годовая);LIC;UNLIMITED;UNI;1Y;USER;
DEPOSIT-PACK-100;DEPO-CRD-IMGPACK-UNI-BAL-NOM-100;Depositphotos;Depositphotos пакет 100 изображений;CRD;IMGPACK;UNI;BAL;NOM;100
DSCRPT-BUSINESS;DSCR-LIC-BUSINESS-TEAM-1Y-USER;Descript;Descript Business;LIC;BUSINESS;TEAM;1Y;USER;
DSCRPT-CREATOR;DSCR-LIC-CREATOR-IND-1Y-USER;Descript;Descript Creator;LIC;CREATOR;IND;1Y;USER;
DSCRPT-ENT;DSCR-LIC-ENTERPRISE-TEAM-1Y-USER;Descript;Descript Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
DISCORD-NITRO-GIFT-CARD;DISC-GFT-NITRO-UNI-BAL-NOM;Discord;Discord Nitro (подарочная подписка);GFT;NITRO;UNI;BAL;NOM;
DISCORD-NITRO-GIFT-CARD-GLOBAL-BASIC-1M;DISC-GFT-NITROBASIC-UNI-1M-NOM-GL;Discord;Discord Nitro Basic, 1 месяц (Все страны (Global));GFT;NITROBASIC;UNI;1M;NOM;GL
DISCORD-NITRO-GIFT-CARD-GLOBAL-NITRO-1M;DISC-GFT-NITRO-UNI-1M-NOM-GL;Discord;Discord Nitro, 1 месяц (Все страны (Global));GFT;NITRO;UNI;1M;NOM;GL
DISCORD-NITRO-GIFT-CARD-GLOBAL-NITRO-12M;DISC-GFT-NITRO-UNI-12M-NOM-GL;Discord;Discord Nitro, 12 месяцев (Все страны (Global));GFT;NITRO;UNI;12M;NOM;GL
DOCKER-BUSINESS;DOCK-LIC-BUSINESS-TEAM-1Y-USER;Docker;Docker Business;LIC;BUSINESS;TEAM;1Y;USER;
DOCKER-PRO;DOCK-LIC-PRO-IND-1Y-USER;Docker;Docker Pro;LIC;PRO;IND;1Y;USER;
DOCKER-TEAM;DOCK-LIC-TEAM-TEAM-1Y-USER;Docker;Docker Team;LIC;TEAM;TEAM;1Y;USER;
DROPBOX-STANDARD;DBX-LIC-BUSINESS-TEAM-1Y-USER;Dropbox;Dropbox Business;LIC;BUSINESS;TEAM;1Y;USER;
DROPBOX-ADVANCED;DBX-LIC-BUSINESSPLUS-TEAM-1Y-USER;Dropbox;Dropbox Business Plus;LIC;BUSINESSPLUS;TEAM;1Y;USER;
DROPBOX-PLUS;DBX-LIC-PLUS-IND-1Y-USER;Dropbox;Dropbox Plus;LIC;PLUS;IND;1Y;USER;
ELEVEN-CREATOR;ELVN-LIC-CREATOR-IND-1Y-USER;ElevenLabs;ElevenLabs Creator;LIC;CREATOR;IND;1Y;USER;
ELEVEN-ENT;ELVN-LIC-ENTERPRISE-TEAM-1Y-USER;ElevenLabs;ElevenLabs Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
ELEVEN-PRO;ELVN-LIC-PRO-UNI-1Y-USER;ElevenLabs;ElevenLabs Pro;LIC;PRO;UNI;1Y;USER;
ELEVEN-SCALE;ELVN-LIC-SCALE-TEAM-1Y-USER;ElevenLabs;ElevenLabs Scale;LIC;SCALE;TEAM;1Y;USER;
ENVATO-CORE;ENVT-LIC-CORE-IND-1Y-USER;Envato;Envato Elements Core (индивидуальный);LIC;CORE;IND;1Y;USER;
ENVATO-PLUS;ENVT-LIC-PLUS-IND-1Y-USER;Envato;Envato Elements Plus (индивидуальный);LIC;PLUS;IND;1Y;USER;
ENVATO-TEAM-CORE;ENVT-LIC-CORE-TEAM-1Y-USER;Envato;Envato Elements Team Core (за место);LIC;CORE;TEAM;1Y;USER;
EPSND-COMMERCIAL;EPS-LIC-COMMERCIAL-TEAM-1Y-USER;Epidemic Sound;Epidemic Sound Commercial;LIC;COMMERCIAL;TEAM;1Y;USER;
EPSND-PERSONAL;EPS-LIC-PERSONAL-IND-1Y-USER;Epidemic Sound;Epidemic Sound Personal;LIC;PERSONAL;IND;1Y;USER;
FMOD-BASIC;FMOD-LIC-BASIC-UNI-1Y-PROJ;FMOD;FMOD Basic (за проект);LIC;BASIC;UNI;1Y;PROJ;
FMOD-INDIE;FMOD-LIC-INDIE-IND-1Y-PROJ;FMOD;FMOD Indie (за проект);LIC;INDIE;IND;1Y;PROJ;
FMOD-PREMIUM;FMOD-LIC-PREMIUM-UNI-1Y-PROJ;FMOD;FMOD Premium (за проект);LIC;PREMIUM;UNI;1Y;PROJ;
FIGMA-ENT-COLLAB;FIGM-LIC-ENTERPRISE-TEAM-1Y-USER-COLLAB;Figma;Figma Enterprise — Collab seat;LIC;ENTERPRISE;TEAM;1Y;USER;COLLAB
FIGMA-ENT-DEV;FIGM-LIC-ENTERPRISE-TEAM-1Y-USER-DEV;Figma;Figma Enterprise — Dev seat;LIC;ENTERPRISE;TEAM;1Y;USER;DEV
FIGMA-ENT-FULL;FIGM-LIC-ENTERPRISE-TEAM-1Y-USER-FULL;Figma;Figma Enterprise — Full seat;LIC;ENTERPRISE;TEAM;1Y;USER;FULL
INT-DESIGN-FIGMA;FIGM-LIC-ORGANIZATION-TEAM-1Y-USER;Figma;Figma Organization;LIC;ORGANIZATION;TEAM;1Y;USER;
FIGMA-ORG-COLLAB;FIGM-LIC-ORGANIZATION-TEAM-1Y-USER-COLLAB;Figma;Figma Organization — Collab seat;LIC;ORGANIZATION;TEAM;1Y;USER;COLLAB
FIGMA-ORG-DEV;FIGM-LIC-ORGANIZATION-TEAM-1Y-USER-DEV;Figma;Figma Organization — Dev seat;LIC;ORGANIZATION;TEAM;1Y;USER;DEV
FIGMA-ORG-FULL;FIGM-LIC-ORGANIZATION-TEAM-1Y-USER-FULL;Figma;Figma Organization — Full seat;LIC;ORGANIZATION;TEAM;1Y;USER;FULL
FIGMA-PROF-COLLAB;FIGM-LIC-PROFESSIONAL-TEAM-1Y-USER-COLLAB;Figma;Figma Professional — Collab seat;LIC;PROFESSIONAL;TEAM;1Y;USER;COLLAB
FIGMA-PROF-DEV;FIGM-LIC-PROFESSIONAL-TEAM-1Y-USER-DEV;Figma;Figma Professional — Dev seat;LIC;PROFESSIONAL;TEAM;1Y;USER;DEV
FIGMA-PROF-FULL;FIGM-LIC-PROFESSIONAL-TEAM-1Y-USER-FULL;Figma;Figma Professional — Full seat;LIC;PROFESSIONAL;TEAM;1Y;USER;FULL
FNDRY-KATANA-TEAM;FNDR-LIC-KATANA-TEAM-1Y-USER;Foundry;Katana (Team);LIC;KATANA;TEAM;1Y;USER;
FNDRY-MARI;FNDR-LIC-MARI-TEAM-1Y-USER;Foundry;Mari (для команд);LIC;MARI;TEAM;1Y;USER;
FNDRY-NUKE;FNDR-LIC-NUKE-UNI-1Y-USER;Foundry;Nuke;LIC;NUKE;UNI;1Y;USER;
FNDRY-NUKE-INDIE;FNDR-LIC-NUKEINDIE-IND-1Y-USER;Foundry;Nuke Indie;LIC;NUKEINDIE;IND;1Y;USER;
FNDRY-NUKE-STUDIO;FNDR-LIC-NUKESTUDIO-UNI-1Y-USER;Foundry;Nuke Studio;LIC;NUKESTUDIO;UNI;1Y;USER;
FNDRY-NUKEX;FNDR-LIC-NUKEX-UNI-1Y-USER;Foundry;NukeX;LIC;NUKEX;UNI;1Y;USER;
FRAMER-BASIC;FRMR-LIC-BASIC-UNI-1Y-ORG;Framer;Framer Basic;LIC;BASIC;UNI;1Y;ORG;
FRAMER-ENT;FRMR-LIC-ENTERPRISE-TEAM-1Y-ORG;Framer;Framer Enterprise;LIC;ENTERPRISE;TEAM;1Y;ORG;
FRAMER-PRO;FRMR-LIC-PRO-UNI-1Y-ORG;Framer;Framer Pro;LIC;PRO;UNI;1Y;ORG;
FRAMER-SCALE;FRMR-LIC-SCALE-UNI-1Y-ORG;Framer;Framer Scale;LIC;SCALE;UNI;1Y;ORG;
GAMMA-BUSINESS;GAMA-LIC-BUSINESS-TEAM-1Y-USER;Gamma;Gamma Business;LIC;BUSINESS;TEAM;1Y;USER;
GAMMA-PRO;GAMA-LIC-PRO-UNI-1Y-USER;Gamma;Gamma Pro;LIC;PRO;UNI;1Y;USER;
GHCOPILOT-BUSINESS;GTHB-LIC-COPILOTBUS-TEAM-1Y-USER;GitHub;GitHub Copilot Business;LIC;COPILOTBUS;TEAM;1Y;USER;
GHCOPILOT-ENTERPRISE;GTHB-LIC-COPILOTENT-TEAM-1Y-USER;GitHub;GitHub Copilot Enterprise;LIC;COPILOTENT;TEAM;1Y;USER;
GITLAB-PREMIUM-SAAS;GTLB-LIC-PREMIUM-TEAM-1Y-USER-SAAS;GitLab;GitLab Premium SaaS;LIC;PREMIUM;TEAM;1Y;USER;SAAS
GITLAB-PREMIUM-SELF-MANAGED;GTLB-LIC-PREMIUM-TEAM-1Y-USER-SELFMANAGED;GitLab;GitLab Premium Self-Managed;LIC;PREMIUM;TEAM;1Y;USER;SELFMANAGED
GEMINI-WORKSPACE-STANDARD;GOOG-LIC-GEMINIWSSTD-TEAM-1Y-USER;Google;Google Gemini for Workspace — Business Standard;LIC;GEMINIWSSTD;TEAM;1Y;USER;
GEMINI-WORKSPACE-ENTERPRISE;GOOG-LIC-GEMINIWSENT-TEAM-1Y-USER;Google;Google Gemini for Workspace — Enterprise;LIC;GEMINIWSENT;TEAM;1Y;USER;
GRAMMARLY-BUSINESS;GRMR-LIC-BUSINESS-TEAM-1Y-USER;Grammarly;Grammarly Business;LIC;BUSINESS;TEAM;1Y;USER;
GRAMMARLY-ENTERPRISE;GRMR-LIC-ENTERPRISE-TEAM-1Y-USER;Grammarly;Grammarly Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
HAILUO-MASTER;HAIL-LIC-MASTER-UNI-1Y-USER;Hailuo AI;Hailuo AI Master;LIC;MASTER;UNI;1Y;USER;
HAILUO-MAX;HAIL-LIC-MAX-UNI-1Y-USER;Hailuo AI;Hailuo AI Max;LIC;MAX;UNI;1Y;USER;
HAILUO-PRO;HAIL-LIC-PRO-UNI-1Y-USER;Hailuo AI;Hailuo AI Pro;LIC;PRO;UNI;1Y;USER;
HAILUO-STANDARD;HAIL-LIC-STANDARD-UNI-1Y-USER;Hailuo AI;Hailuo AI Standard;LIC;STANDARD;UNI;1Y;USER;
HAILUO-CREDITS-11500;HAIL-CRD-CREDITS-UNI-BAL-NOM-11500;Hailuo AI;Hailuo AI — пакет 11 500 кредитов;CRD;CREDITS;UNI;BAL;NOM;11500
HAILUO-CREDITS-1100;HAIL-CRD-CREDITS-UNI-BAL-NOM-1100;Hailuo AI;Hailuo AI — пакет 1 100 кредитов;CRD;CREDITS;UNI;BAL;NOM;1100
HAILUO-CREDITS-23000;HAIL-CRD-CREDITS-UNI-BAL-NOM-23000;Hailuo AI;Hailuo AI — пакет 23 000 кредитов;CRD;CREDITS;UNI;BAL;NOM;23000
HAILUO-CREDITS-35000;HAIL-CRD-CREDITS-UNI-BAL-NOM-35000;Hailuo AI;Hailuo AI — пакет 35 000 кредитов;CRD;CREDITS;UNI;BAL;NOM;35000
HAILUO-CREDITS-3400;HAIL-CRD-CREDITS-UNI-BAL-NOM-3400;Hailuo AI;Hailuo AI — пакет 3 400 кредитов;CRD;CREDITS;UNI;BAL;NOM;3400
HAILUO-CREDITS-550;HAIL-CRD-CREDITS-UNI-BAL-NOM-550;Hailuo AI;Hailuo AI — пакет 550 кредитов;CRD;CREDITS;UNI;BAL;NOM;550
HEYGEN-BUSINESS;HYGN-LIC-BUSINESS-TEAM-1Y-USER;HeyGen;HeyGen Business;LIC;BUSINESS;TEAM;1Y;USER;
HEYGEN-ENT;HYGN-LIC-ENTERPRISE-TEAM-1Y-USER;HeyGen;HeyGen Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
HEYGEN-PRO;HYGN-LIC-PRO-UNI-1Y-USER;HeyGen;HeyGen Pro;LIC;PRO;UNI;1Y;USER;
HIGGSFIELD-PRO;HIGG-LIC-PRO-UNI-1Y-USER;Higgsfield;Higgsfield Pro;LIC;PRO;UNI;1Y;USER;
FL-STUDIO-ALL-PLUGINS;IMGL-LIC-FLALLPLUGINS-UNI-PERP-USER;Image-Line;FL Studio All Plugins Edition;LIC;FLALLPLUGINS;UNI;PERP;USER;
FL-STUDIO-FRUITY;IMGL-LIC-FLFRUITY-UNI-PERP-USER;Image-Line;FL Studio Fruity Edition;LIC;FLFRUITY;UNI;PERP;USER;
FL-STUDIO-PRODUCER;IMGL-LIC-FLPRODUCER-UNI-PERP-USER;Image-Line;FL Studio Producer Edition;LIC;FLPRODUCER;UNI;PERP;USER;
FL-STUDIO-SIGNATURE;IMGL-LIC-FLSIGNATURE-UNI-PERP-USER;Image-Line;FL Studio Signature Bundle;LIC;FLSIGNATURE;UNI;PERP;USER;
JASPER-BUSINESS;JSPR-LIC-BUSINESS-TEAM-1Y-USER;Jasper;Jasper Business;LIC;BUSINESS;TEAM;1Y;USER;
JASPER-PRO;JSPR-LIC-PRO-UNI-1Y-USER;Jasper;Jasper Pro;LIC;PRO;UNI;1Y;USER;
JB-PLG-log-ORG;JB-ADD-LOG-TEAM-1Y-USER;JetBrains;JetBrains .log;ADD;LOG;TEAM;1Y;USER;
JB-PLG-log-IND;JB-ADD-LOG-IND-1Y-USER;JetBrains;JetBrains .log (личная);ADD;LOG;IND;1Y;USER;
JB-PLG-adb-pro-IND;JB-ADD-ADBPRO-IND-1Y-USER;JetBrains;JetBrains ADB Pro (личная);ADD;ADBPRO;IND;1Y;USER;
JB-PLG-adr-companion-IND;JB-ADD-ADRCOMPANION-IND-1Y-USER;JetBrains;JetBrains ADR Companion (личная);ADD;ADRCOMPANION;IND;1Y;USER;
JB-PLG-aem-ide-ORG;JB-ADD-AEMIDE-TEAM-1Y-USER;JetBrains;JetBrains AEM IDE;ADD;AEMIDE;TEAM;1Y;USER;
JB-PLG-aem-ide-IND;JB-ADD-AEMIDE-IND-1Y-USER;JetBrains;JetBrains AEM IDE (личная);ADD;AEMIDE;IND;1Y;USER;
JB-PLG-aem-integration-ORG;JB-ADD-AEMI-TEAM-1Y-USER;JetBrains;JetBrains AEM Integration;ADD;AEMI;TEAM;1Y;USER;
JB-PLG-aem-integration-IND;JB-ADD-AEMI-IND-1Y-USER;JetBrains;JetBrains AEM Integration (личная);ADD;AEMI;IND;1Y;USER;
JB-PLG-aem-repository-tools-ORG;JB-ADD-AEMRT-TEAM-1Y-USER;JetBrains;JetBrains AEM Repository Tools;ADD;AEMRT;TEAM;1Y;USER;
JB-PLG-aem-repository-tools-IND;JB-ADD-AEMRT-IND-1Y-USER;JetBrains;JetBrains AEM Repository Tools (личная);ADD;AEMRT;IND;1Y;USER;
JB-PLG-aem-support-IND;JB-ADD-AEMSUPPORT-IND-1Y-USER;JetBrains;JetBrains AEM Support (личная);ADD;AEMSUPPORT;IND;1Y;USER;
JB-PLG-ai-codeeye-ORG;JB-ADD-AICODEEYE-TEAM-1Y-USER;JetBrains;JetBrains AI CodeEye;ADD;AICODEEYE;TEAM;1Y;USER;
JB-PLG-ai-codeeye-IND;JB-ADD-AICODEEYE-IND-1Y-USER;JetBrains;JetBrains AI CodeEye (личная);ADD;AICODEEYE;IND;1Y;USER;
JB-PLG-ai-coding-ORG;JB-ADD-AICODING-TEAM-1Y-USER;JetBrains;JetBrains AI Coding;ADD;AICODING;TEAM;1Y;USER;
JB-PLG-ai-coding-IND;JB-ADD-AICODING-IND-1Y-USER;JetBrains;JetBrains AI Coding (личная);ADD;AICODING;IND;1Y;USER;
JB-PLG-ai-context-prompt-ORG;JB-ADD-AICP-TEAM-1Y-USER;JetBrains;JetBrains AI Context Prompt;ADD;AICP;TEAM;1Y;USER;
JB-PLG-ai-context-prompt-IND;JB-ADD-AICP-IND-1Y-USER;JetBrains;JetBrains AI Context Prompt (личная);ADD;AICP;IND;1Y;USER;
JB-PLG-ai-diff-review-ORG;JB-ADD-AIDIFFREVIEW-TEAM-1Y-USER;JetBrains;JetBrains AI Diff Review;ADD;AIDIFFREVIEW;TEAM;1Y;USER;
JB-PLG-ai-diff-review-IND;JB-ADD-AIDIFFREVIEW-IND-1Y-USER;JetBrains;JetBrains AI Diff Review (личная);ADD;AIDIFFREVIEW;IND;1Y;USER;
JB-AI-FREE;JB-LIC-AIFREE-TEAM-1Y-USER;JetBrains;JetBrains AI Free для организаций;LIC;AIFREE;TEAM;1Y;USER;
JB-AI-PRO;JB-LIC-AIPRO-TEAM-1Y-USER;JetBrains;JetBrains AI Pro для организаций;LIC;AIPRO;TEAM;1Y;USER;
JB-PLG-ai-review-and-commit-IND;JB-ADD-AIRAC-IND-1Y-USER;JetBrains;JetBrains AI Review and Commit (личная);ADD;AIRAC;IND;1Y;USER;
JB-PLG-ai-string-translator-for-android-IND;JB-ADD-AISTFA-IND-1Y-USER;JetBrains;JetBrains AI String Translator for Android (личная);ADD;AISTFA;IND;1Y;USER;
JB-AI-ULTIMATE;JB-LIC-AIULTIMATE-TEAM-1Y-USER;JetBrains;JetBrains AI Ultimate для организаций;LIC;AIULTIMATE;TEAM;1Y;USER;
JB-PLG-ai-powered-test-automation-ORG;JB-ADD-AIPTA-TEAM-1Y-USER;JetBrains;JetBrains AI-Powered Test Automation;ADD;AIPTA;TEAM;1Y;USER;
JB-PLG-aicommit-ORG;JB-ADD-AICOMMIT-TEAM-1Y-USER;JetBrains;JetBrains AICommit;ADD;AICOMMIT;TEAM;1Y;USER;
JB-PLG-aicommit-IND;JB-ADD-AICOMMIT-IND-1Y-USER;JetBrains;JetBrains AICommit (личная);ADD;AICOMMIT;IND;1Y;USER;
JB-PLG-aivory-architect-IND;JB-ADD-AIVORYA-IND-1Y-USER;JetBrains;JetBrains AIVory Architect (личная);ADD;AIVORYA;IND;1Y;USER;
JB-PLG-ansi-highlighter-premium-ORG;JB-ADD-ANSIHP-TEAM-1Y-USER;JetBrains;JetBrains ANSI Highlighter Premium;ADD;ANSIHP;TEAM;1Y;USER;
JB-PLG-ansi-highlighter-premium-IND;JB-ADD-ANSIHP-IND-1Y-USER;JetBrains;JetBrains ANSI Highlighter Premium (личная);ADD;ANSIHP;IND;1Y;USER;
JB-PLG-ansi-log-viewer-ORG;JB-ADD-ANSILV-TEAM-1Y-USER;JetBrains;JetBrains ANSI Log Viewer;ADD;ANSILV;TEAM;1Y;USER;
JB-PLG-ansi-log-viewer-IND;JB-ADD-ANSILV-IND-1Y-USER;JetBrains;JetBrains ANSI Log Viewer (личная);ADD;ANSILV;IND;1Y;USER;
JB-PLG-antlr4-helper-ORG;JB-ADD-ANTLR4HELPER-TEAM-1Y-USER;JetBrains;JetBrains ANTLR4 Helper;ADD;ANTLR4HELPER;TEAM;1Y;USER;
JB-PLG-antlr4-helper-IND;JB-ADD-ANTLR4HELPER-IND-1Y-USER;JetBrains;JetBrains ANTLR4 Helper (личная);ADD;ANTLR4HELPER;IND;1Y;USER;
JB-PLG-api-explorer-ORG;JB-ADD-APIEXPLORER-TEAM-1Y-USER;JetBrains;JetBrains API Explorer;ADD;APIEXPLORER;TEAM;1Y;USER;
JB-PLG-api-explorer-IND;JB-ADD-APIEXPLORER-IND-1Y-USER;JetBrains;JetBrains API Explorer (личная);ADD;APIEXPLORER;IND;1Y;USER;
JB-PLG-api-first-and-mocking-studio-IND;JB-ADD-APIFAMS-IND-1Y-USER;JetBrains;JetBrains API First & Mocking Studio (личная);ADD;APIFAMS;IND;1Y;USER;
JB-PLG-api-runner-ORG;JB-ADD-APIRUNNER-TEAM-1Y-USER;JetBrains;JetBrains API Runner;ADD;APIRUNNER;TEAM;1Y;USER;
JB-PLG-api-runner-IND;JB-ADD-APIRUNNER-IND-1Y-USER;JetBrains;JetBrains API Runner (личная);ADD;APIRUNNER;IND;1Y;USER;
JB-PLG-astock-ORG;JB-ADD-ASTOCK-TEAM-1Y-USER;JetBrains;JetBrains AStock;ADD;ASTOCK;TEAM;1Y;USER;
JB-PLG-astock-IND;JB-ADD-ASTOCK-IND-1Y-USER;JetBrains;JetBrains AStock (личная);ADD;ASTOCK;IND;1Y;USER;
JB-PLG-aws-codepipeline-dashboard-execute-and-monitor-p-ORG;JB-ADD-AWSCDEAMP-TEAM-1Y-USER;JetBrains;JetBrains AWS CodePipeline Dashboard - Execute & Monitor Pipelines;ADD;AWSCDEAMP;TEAM;1Y;USER;
JB-PLG-aws-codepipeline-dashboard-execute-and-monitor-p-IND;JB-ADD-AWSCDEAMP-IND-1Y-USER;JetBrains;JetBrains AWS CodePipeline Dashboard - Execute & Monitor Pipelines (личная);ADD;AWSCDEAMP;IND;1Y;USER;
JB-PLG-aws-lambda-deployer-ORG;JB-ADD-AWSLD-TEAM-1Y-USER;JetBrains;JetBrains AWS Lambda Deployer;ADD;AWSLD;TEAM;1Y;USER;
JB-PLG-aws-lambda-deployer-IND;JB-ADD-AWSLD-IND-1Y-USER;JetBrains;JetBrains AWS Lambda Deployer (личная);ADD;AWSLD;IND;1Y;USER;
JB-PLG-absolutely-theme-dark-and-light-ORG;JB-ADD-ABSOLUTDAL-TEAM-1Y-USER;JetBrains;JetBrains Absolutely Theme: Dark & Light;ADD;ABSOLUTDAL;TEAM;1Y;USER;
JB-PLG-absolutely-theme-dark-and-light-IND;JB-ADD-ABSOLUTDAL-IND-1Y-USER;JetBrains;JetBrains Absolutely Theme: Dark & Light (личная);ADD;ABSOLUTDAL;IND;1Y;USER;
JB-PLG-accessibility-compliance-helper-pro-ORG;JB-ADD-ACCESSCHP-TEAM-1Y-USER;JetBrains;JetBrains Accessibility Compliance Helper Pro;ADD;ACCESSCHP;TEAM;1Y;USER;
JB-PLG-accessibility-compliance-helper-pro-IND;JB-ADD-ACCESSCHP-IND-1Y-USER;JetBrains;JetBrains Accessibility Compliance Helper Pro (личная);ADD;ACCESSCHP;IND;1Y;USER;
JB-PLG-actionate-ORG;JB-ADD-ACTIONATE-TEAM-1Y-USER;JetBrains;JetBrains Actionate;ADD;ACTIONATE;TEAM;1Y;USER;
JB-PLG-actionate-IND;JB-ADD-ACTIONATE-IND-1Y-USER;JetBrains;JetBrains Actionate (личная);ADD;ACTIONATE;IND;1Y;USER;
JB-PLG-all-icons-pack-ORG;JB-ADD-ALLICONSPACK-TEAM-1Y-USER;JetBrains;JetBrains All Icons Pack;ADD;ALLICONSPACK;TEAM;1Y;USER;
JB-PLG-all-icons-pack-IND;JB-ADD-ALLICONSPACK-IND-1Y-USER;JetBrains;JetBrains All Icons Pack (личная);ADD;ALLICONSPACK;IND;1Y;USER;
JB-PLG-all-in-one-themes-ORG;JB-ADD-ALLIOT-TEAM-1Y-USER;JetBrains;JetBrains All In One Themes;ADD;ALLIOT;TEAM;1Y;USER;
JB-PLG-all-in-one-themes-IND;JB-ADD-ALLIOT-IND-1Y-USER;JetBrains;JetBrains All In One Themes (личная);ADD;ALLIOT;IND;1Y;USER;
JB-PLG-all-languages-localization-pack-ORG;JB-ADD-ALLLLP-TEAM-1Y-USER;JetBrains;JetBrains All Languages Localization Pack;ADD;ALLLLP;TEAM;1Y;USER;
